moth,wb,trial,lax_count,lba_count,lsa_count,ldvm_count,ldlm_count,rdlm_count,rdvm_count,rsa_count,rba_count,rax_count,lax1,lba1,lsa1,ldvm1,ldlm1,rdlm1,rdvm1,rsa1,rba1,rax1
2024_11_07,6388,0,1,2,1,1,1,1,1,1,2,2,0.6963470319634704,0.2442922374429223,0.4315068493150685,0.6164383561643836,0.2534246575342466,0.228310502283105,0.6621004566210046,0.2602739726027397,0.4063926940639269,-0.1529680365296803
2024_11_07,6389,0,1,2,2,2,1,1,1,1,2,1,0.6748878923766816,0.2399103139013453,0.3565022421524663,0.6188340807174888,0.2466367713004484,0.2713004484304933,0.6614349775784754,0.358744394618834,0.3789237668161435,0.6412556053811659
2024_11_07,6390,0,1,1,1,1,1,1,1,2,1,1,0.673469387755102,0.6666666666666666,0.4104308390022675,0.5895691609977324,0.2585034013605442,0.2312925170068027,0.6394557823129252,0.3741496598639456,0.5192743764172335,0.6167800453514739
2024_11_07,6391,0,1,2,2,1,1,1,1,1,3,1,0.6808988764044944,0.249438202247191,0.346067415730337,0.6067415730337079,0.2606741573033708,0.2831460674157303,0.6606741573033708,0.3528089887640449,-0.1775317002735325,0.6404494382022472
2024_11_07,6392,0,1,1,1,2,1,1,1,1,3,1,0.6931818181818182,0.6863636363636364,0.4295454545454545,0.6,0.2590909090909091,0.2386363636363636,0.6477272727272727,0.35,-0.0613620729190552,0.634090909090909
2024_11_07,6393,0,1,2,2,2,1,1,1,1,2,1,0.7094594594594594,0.25,0.3896396396396396,0.5022522522522522,0.2657657657657657,0.2837837837837837,0.6599099099099099,0.3603603603603603,0.4481981981981981,0.6396396396396397
2024_11_07,6394,0,1,2,3,3,1,1,2,1,2,1,0.6799116997792495,0.2428256070640176,0.3311258278145695,0.1501103752759381,0.2560706401766004,0.2737306843267108,0.6291390728476821,0.3708609271523179,0.4746136865342163,0.6136865342163356
2024_11_07,6395,0,1,2,2,2,1,1,1,1,2,2,0.6796338672768879,0.2356979405034324,0.3592677345537757,0.1212814645308924,0.2494279176201373,0.2654462242562929,0.6567505720823799,0.3684210526315789,0.4279176201372998,-0.1647464392633585
2024_11_07,6396,0,1,2,2,1,1,1,1,1,2,1,0.6741071428571429,0.2611607142857143,0.4352678571428571,0.6026785714285714,0.265625,0.2410714285714285,0.6495535714285714,0.3928571428571428,0.5044642857142857,0.6272321428571429
2024_11_07,6397,0,1,2,1,2,1,1,2,1,3,1,0.6547884187082406,0.2449888641425389,0.3563474387527839,0.6013363028953229,0.2561247216035635,0.2739420935412027,0.5100222717149221,0.4008908685968819,0.0,0.6258351893095768
2024_11_07,6398,0,1,2,2,2,1,1,1,1,2,1,0.7107623318385651,0.2376681614349775,0.3632286995515695,0.6121076233183856,0.2511210762331838,0.2690582959641255,0.6569506726457399,0.3923766816143498,0.5,0.6367713004484304
2024_11_07,6399,0,1,2,1,2,1,1,1,2,2,1,0.6857142857142857,0.2483516483516483,0.3582417582417582,0.3010989010989011,0.2527472527472527,0.2725274725274725,0.6483516483516484,-0.0813222799150343,0.4571428571428571,0.6307692307692307
2024_11_07,6400,0,1,2,1,1,1,1,1,2,2,1,0.6688311688311688,0.2359307359307359,0.3809523809523809,0.5995670995670995,0.2489177489177489,0.2294372294372294,0.6406926406926406,0.0129870129870129,0.4588744588744589,0.6212121212121212
2024_11_07,6401,0,1,2,1,1,1,1,1,1,1,1,0.6615384615384615,0.2285714285714285,0.3714285714285714,0.6703296703296703,0.2307692307692307,0.2505494505494505,0.6263736263736264,0.3604395604395604,0.6527472527472528,0.6043956043956044
2024_11_07,6402,0,1,2,1,2,1,1,1,1,2,1,0.6875,0.21875,0.1741071428571428,0.4174107142857143,0.21875,0.1986607142857142,0.5959821428571429,0.3058035714285714,0.4151785714285714,0.578125
2024_11_07,6403,0,1,2,2,1,1,1,1,1,2,1,0.6627634660421545,0.2271662763466042,0.2903981264637002,0.5362997658079626,0.2248243559718969,0.1967213114754098,0.585480093676815,0.3114754098360656,0.4285714285714285,0.5644028103044496
2024_11_07,6404,0,1,1,3,2,1,1,1,1,2,1,0.6659242761692651,0.6592427616926503,0.3429844097995546,0.5033407572383074,0.2449888641425389,0.220489977728285,0.6280623608017817,0.376391982182628,0.4988864142538975,0.6146993318485523
2024_11_07,6405,0,1,2,2,2,1,1,1,1,3,1,0.6630196936542669,0.2275711159737418,0.3544857768052516,0.5886214442013129,0.2385120350109409,0.2144420131291028,0.6345733041575492,0.336980306345733,-0.0437653786677818,0.6170678336980306
2024_11_07,6406,0,1,2,1,2,1,1,1,2,2,1,0.6772009029345373,0.2325056433408578,0.3476297968397291,0.0970654627539503,0.2415349887133182,0.2167042889390519,0.6252821670428894,0.3566591422121896,0.435665914221219,0.6027088036117382
2024_11_07,6407,0,1,2,1,2,1,1,1,1,2,1,0.661504424778761,0.2323008849557522,0.4269911504424779,0.1039823008849557,0.2411504424778761,0.2079646017699115,0.6327433628318584,0.3561946902654867,0.4380530973451327,0.6150442477876106
2024_11_07,6408,0,1,2,2,2,1,1,1,2,2,1,0.6541850220264317,0.2202643171806167,-0.0925119128658951,0.486784140969163,0.2290748898678414,0.2488986784140969,0.6167400881057269,0.3237885462555066,0.4273127753303964,0.5991189427312775
2024_11_07,6409,0,1,2,1,1,1,1,1,1,2,1,0.6859688195991092,0.2338530066815144,0.376391982182628,0.5879732739420935,0.2338530066815144,0.242761692650334,0.6369710467706013,0.354120267260579,0.4498886414253897,0.6191536748329621
2024_11_07,6410,0,1,1,1,2,1,1,1,1,2,2,0.6838565022421524,0.6771300448430493,0.3228699551569506,0.5829596412556054,0.2376681614349775,0.2130044843049327,0.6121076233183856,0.3721973094170404,0.4663677130044843,-0.1390113750168158
2024_11_07,6411,0,1,1,2,2,1,1,2,2,1,1,0.7094594594594594,0.7004504504504504,0.1666666666666666,0.3513513513513513,0.2387387387387387,0.2049549549549549,0.2094594594594594,0.3265765765765765,0.4617117117117117,0.6171171171171171
2024_11_07,6412,0,1,2,2,2,1,1,1,1,3,2,0.701123595505618,0.249438202247191,0.3123595505617977,0.5752808988764045,0.251685393258427,0.2157303370786517,0.5460674157303371,0.3595505617977528,-0.1887649981820385,-0.139326546277219
2024_11_07,6413,0,1,2,2,2,1,1,1,2,2,1,0.690744920993228,0.237020316027088,0.3205417607223476,0.5801354401805869,0.2392776523702031,0.2076749435665914,0.636568848758465,0.3340857787810384,0.3792325056433409,0.6139954853273137
2024_11_07,6414,0,1,1,2,1,1,1,1,1,2,1,0.6930022573363431,0.6862302483069977,0.0722347629796839,0.5688487584650113,0.2483069977426636,0.2121896162528216,0.6230248306997742,0.3002257336343115,0.4446952595936794,0.5959367945823928
2024_11_07,6415,0,1,2,2,2,1,1,1,2,2,1,0.7110609480812641,0.2618510158013544,0.3476297968397291,0.600451467268623,0.2641083521444695,0.2663656884875846,0.6501128668171557,0.3860045146726862,0.3702031602708803,0.6297968397291196
2024_11_07,6416,0,1,2,2,2,1,1,1,2,2,1,0.6864988558352403,0.2517162471395881,0.3432494279176201,0.2265446224256292,0.2654462242562929,0.2814645308924485,0.6453089244851259,0.4027459954233409,0.3432494279176201,0.6270022883295194
2024_11_07,6417,0,1,2,2,1,1,1,1,1,2,1,0.7040358744394619,0.2488789237668161,0.3408071748878923,0.6188340807174888,0.2645739910313901,0.2242152466367713,0.6636771300448431,0.3161434977578475,0.3206278026905829,0.6457399103139013
2024_11_07,6418,0,1,1,1,2,1,1,2,3,3,1,0.6928251121076233,0.6860986547085202,0.3026905829596412,0.6233183856502242,0.2668161434977578,0.2690582959641255,0.6547085201793722,-0.0941704035874439,-0.0695067264573991,0.6322869955156951
2024_11_07,6419,0,1,2,2,1,1,1,1,1,2,1,0.6931567328918322,0.23841059602649,0.1699779249448123,0.5695364238410596,0.2516556291390728,0.2185430463576159,0.6114790286975718,0.3863134657836644,0.423841059602649,0.5960264900662252
2024_11_07,6420,0,1,2,1,3,1,1,1,2,2,1,0.6361607142857143,0.2254464285714285,0.296875,0.3035714285714285,0.2366071428571428,0.2321428571428571,0.6294642857142857,0.3214285714285714,0.4866071428571428,0.6116071428571429
2024_11_07,6421,0,1,1,1,1,1,1,1,1,2,1,0.6013667425968109,0.6036446469248291,0.2414578587699316,0.5626423690205011,0.2460136674259681,0.2346241457858769,0.6264236902050114,0.3599088838268792,0.44874715261959,0.6082004555808656
2024_11_07,6422,0,1,2,2,1,1,1,1,1,2,1,0.7093821510297483,0.2288329519450801,0.3432494279176201,0.5995423340961098,0.2402745995423341,0.2288329519450801,0.6521739130434783,0.3409610983981693,0.4553775743707093,0.6292906178489702
2024_11_07,6423,0,1,1,2,2,1,1,1,3,2,1,0.7052401746724891,0.7008733624454149,0.2052401746724891,0.5807860262008734,0.2445414847161572,0.2336244541484716,0.6266375545851528,-0.0938962923079224,0.4323144104803493,0.6069868995633187
2024_11_07,6424,0,1,1,1,2,1,1,1,1,2,1,0.6674157303370787,0.6606741573033708,0.3348314606741573,0.5707865168539326,0.2269662921348314,0.2157303370786517,0.6202247191011236,0.346067415730337,0.4089887640449438,0.6
2024_11_07,6425,0,1,2,1,1,1,1,1,3,2,1,0.5793103448275863,0.2206896551724138,0.3241379310344827,0.5448275862068965,0.232183908045977,0.1839080459770115,0.6068965517241379,0.0942528735632183,0.432183908045977,0.5908045977011495
2024_11_07,6426,0,1,2,1,2,1,1,1,1,2,1,0.501123595505618,0.2247191011235955,0.3752808988764045,0.3752808988764045,0.2382022471910112,0.195505617977528,0.6292134831460674,0.346067415730337,0.4359550561797752,0.6112359550561798
2024_11_07,6427,0,1,2,1,2,1,1,1,2,2,1,0.6696629213483146,0.2134831460674157,0.3280898876404494,0.5752808988764045,0.2292134831460674,0.2426966292134831,0.6269662921348315,0.247191011235955,0.4382022471910112,0.6089887640449438
2024_11_07,6428,0,1,1,1,1,1,1,1,1,2,1,0.6077981651376146,0.6834862385321101,0.3119266055045872,0.6330275229357798,0.2339449541284403,0.2087155963302752,0.6330275229357798,0.341743119266055,0.4426605504587156,0.6146788990825688
2024_11_07,6429,0,1,2,1,2,1,1,1,2,2,1,0.6986301369863014,0.2237442922374429,0.3219178082191781,0.45662100456621,0.2351598173515981,0.2054794520547945,0.5091324200913242,0.2876712328767123,0.4041095890410959,0.6118721461187214
2024_11_07,6430,0,1,2,1,1,1,1,1,1,2,1,0.7009132420091324,0.2351598173515981,0.3287671232876712,0.5981735159817352,0.2397260273972602,0.2602739726027397,0.6438356164383562,0.3242009132420091,0.4497716894977169,0.6278538812785388
2024_11_07,6431,0,1,1,1,2,1,1,1,2,2,1,0.6756152125279642,0.668903803131991,0.3870246085011186,0.5973154362416108,0.2438478747203579,0.2147651006711409,0.6442953020134228,0.3087248322147651,0.4093959731543624,0.6219239373601789
2024_11_07,6432,0,1,2,2,2,1,1,1,2,2,1,0.6784922394678492,0.2328159645232816,0.328159645232816,0.2195121951219512,0.237250554323725,0.2106430155210643,0.6319290465631929,0.3458980044345898,0.3880266075388026,0.6097560975609756
2024_11_07,6433,0,1,1,2,2,1,1,1,2,2,1,0.6743119266055045,0.6674311926605505,0.323394495412844,0.463302752293578,0.2247706422018348,0.1880733944954128,0.6399082568807339,0.2798165137614679,0.378440366972477,0.6146788990825688
2024_11_07,6434,0,1,1,1,2,1,1,1,2,2,2,0.6042154566744731,0.6721311475409836,0.3864168618266979,0.5620608899297423,0.2388758782201405,0.2084309133489461,0.6721311475409836,0.3255269320843091,0.4800936768149882,-0.145192060361828
2024_11_07,6435,0,1,2,2,1,1,1,1,1,2,1,0.7002237136465325,0.2438478747203579,0.3378076062639821,0.2304250559284116,0.2550335570469799,0.2729306487695749,0.6778523489932886,0.2818791946308724,0.4630872483221476,0.6577181208053692
2024_11_07,6436,0,1,2,2,2,1,1,1,1,2,1,0.6958424507658644,0.2450765864332603,0.3544857768052516,0.6083150984682714,0.2560175054704595,0.2231947483588621,0.6433260393873085,0.2910284463894967,0.4442013129102845,0.6236323851203501
2024_11_07,6437,0,1,1,1,1,1,1,1,2,2,1,0.6718061674008811,0.6651982378854625,0.3281938325991189,0.5837004405286343,0.2268722466960352,0.2004405286343612,0.6343612334801763,0.2511013215859031,0.4427312775330396,0.6123348017621145
2024_11_07,6438,0,1,1,2,1,1,1,1,2,2,1,0.664367816091954,0.6574712643678161,0.2873563218390804,0.5517241379310345,0.2229885057471264,0.2114942528735632,0.5908045977011495,0.2873563218390804,0.3977011494252873,0.5747126436781609
2024_11_07,6439,0,1,1,1,1,1,1,1,1,2,1,0.6877828054298643,0.6832579185520362,0.3642533936651583,0.6764705882352942,0.2239819004524887,0.1968325791855203,0.6266968325791855,0.253393665158371,0.3755656108597285,0.6085972850678733
2024_11_07,6440,0,1,2,3,2,1,1,1,1,2,1,0.6600441501103753,0.2207505518763796,0.3443708609271523,0.2141280353200883,0.2317880794701986,0.2008830022075055,0.6181015452538632,0.3112582781456953,0.4437086092715231,0.609271523178808
2024_11_07,6441,0,1,2,2,2,1,1,1,2,2,1,0.6719817767653758,0.2095671981776765,0.2687927107061503,0.0956719817767653,0.2118451025056947,0.1822323462414578,0.6013667425968109,0.3143507972665148,0.3963553530751708,0.5808656036446469
2024_11_07,6442,0,1,1,2,1,1,1,1,2,2,1,0.6575963718820862,0.6507936507936508,0.3356009070294785,0.5827664399092971,0.2176870748299319,0.1768707482993197,0.6122448979591837,0.2993197278911564,0.4331065759637188,0.5918367346938775
2024_11_07,6443,0,1,1,1,2,1,1,1,1,2,1,0.6591422121896162,0.654627539503386,0.3544018058690745,0.0948081264108352,0.2234762979683973,0.1896162528216704,0.6049661399548533,0.3182844243792325,0.4018058690744921,0.582392776523702
2024_11_07,6444,0,1,1,2,1,1,1,1,2,2,1,0.6599552572706935,0.6532438478747203,0.2930648769574944,0.5816554809843401,0.2192393736017897,0.1812080536912751,0.6129753914988815,0.0715883668903803,0.3579418344519016,0.5950782997762863
2024_11_07,6445,0,1,1,1,1,1,1,1,1,2,1,0.6463963963963963,0.6373873873873874,0.3513513513513513,0.5743243243243243,0.2184684684684684,0.1711711711711711,0.5990990990990991,0.2657657657657657,0.3536036036036036,0.5855855855855856
2024_11_07,6446,0,1,2,2,2,1,1,2,3,3,1,0.6651053864168618,0.2014051522248243,0.3021077283372365,0.5690866510538641,0.2037470725995316,0.2271662763466042,0.6135831381733021,0.0491803278688524,-0.074934747831944,0.594847775175644
2024_11_07,6447,0,1,2,2,1,1,1,1,1,2,1,0.663594470046083,0.228110599078341,0.3755760368663594,0.5921658986175116,0.2373271889400921,0.2027649769585253,0.6336405529953917,0.3271889400921659,0.4654377880184331,0.6129032258064516
2024_11_07,6448,0,1,1,2,1,1,1,1,1,2,1,0.6905311778290993,0.6836027713625866,0.3533487297921478,0.5750577367205543,0.2401847575057736,0.2032332563510392,0.6235565819861432,0.325635103926097,0.4203233256351039,0.6027713625866051
2024_11_07,6449,0,1,2,2,2,1,1,1,1,2,1,0.6919540229885057,0.232183908045977,0.3448275862068966,0.6252873563218391,0.2436781609195402,0.264367816091954,0.6597701149425287,0.328735632183908,0.4344827586206896,0.639080459770115
2024_11_07,6450,0,1,1,1,2,1,1,2,1,2,1,0.6828193832599119,0.6762114537444934,0.3281938325991189,0.6013215859030837,0.2577092511013216,0.2202643171806167,0.6365638766519823,0.3105726872246696,0.4030837004405286,0.6233480176211453
2024_11_07,6451,0,1,1,2,2,1,1,1,2,3,2,0.6910755148741419,0.6887871853546911,0.1967963386727688,0.4347826086956521,0.2379862700228833,0.1990846681922196,0.6407322654462243,0.3386727688787185,-0.0480508116589222,-0.1487287027538069
2024_11_07,6452,0,1,2,2,1,1,1,1,1,2,1,0.7031963470319634,0.2488584474885844,0.3721461187214612,0.5958904109589042,0.2511415525114155,0.228310502283105,0.6461187214611872,0.3470319634703196,0.4337899543378995,0.6278538812785388
2024_11_07,6453,0,1,1,3,1,1,1,1,1,2,1,0.6851441241685144,0.6762749445676275,0.3436807095343681,0.5742793791574279,0.2527716186252771,0.2217294900221729,0.6208425720620843,0.3702882483370288,0.4035476718403548,0.5986696230598669
2024_11_07,6454,0,1,2,2,1,1,1,1,1,2,1,0.7054945054945055,0.2439560439560439,0.2417582417582417,0.5934065934065934,0.2461538461538461,0.2527472527472527,0.6329670329670329,0.3648351648351648,0.4153846153846154,0.6131868131868132
2024_11_07,6455,0,1,1,2,2,1,1,2,2,2,1,0.6727688787185355,0.6681922196796338,0.1762013729977116,0.5583524027459954,0.2311212814645309,0.1967963386727688,0.6086956521739131,0.3295194508009153,0.4622425629290618,0.585812356979405
2024_11_07,6456,0,1,2,1,1,1,1,1,1,2,2,0.6866359447004609,0.228110599078341,0.3686635944700461,0.5783410138248848,0.2373271889400921,0.2119815668202765,0.6290322580645161,0.3110599078341013,0.4078341013824885,-0.1682001104710803
2024_11_07,6457,0,1,1,1,2,1,1,1,3,2,1,0.6561085972850679,0.6493212669683258,0.3235294117647059,0.1425339366515837,0.251131221719457,0.255656108597285,0.6357466063348416,-0.0814513528414351,0.4276018099547511,0.6131221719457014
2024_11_07,6458,0,1,1,1,1,1,1,1,2,2,1,0.6666666666666666,0.6599099099099099,0.3018018018018018,0.5945945945945946,0.240990990990991,0.2477477477477477,0.6261261261261262,0.3963963963963964,0.4594594594594595,0.6036036036036037
2024_11_07,6459,0,1,1,2,1,1,1,1,1,2,1,0.7065462753950339,0.6997742663656885,0.327313769751693,0.6027088036117382,0.237020316027088,0.2054176072234763,0.6343115124153499,0.3160270880361174,0.4401805869074492,0.6139954853273137
2024_11_07,6460,0,1,1,1,3,1,1,1,2,3,2,0.6407322654462243,0.6338672768878718,0.3729977116704805,0.2082379862700228,0.2311212814645309,0.1967963386727688,0.5789473684210527,0.3066361556064073,-0.0892420915921951,0.5652173913043478
2024_11_07,6461,0,1,1,2,1,1,1,1,1,2,1,0.7009132420091324,0.6940639269406392,0.317351598173516,0.4474885844748858,0.228310502283105,0.2009132420091324,0.6141552511415526,0.3493150684931507,0.408675799086758,0.591324200913242
2024_11_07,6462,0,1,1,1,1,1,1,1,1,2,1,0.6643990929705216,0.6575963718820862,0.3378684807256236,0.5487528344671202,0.2290249433106576,0.1950113378684807,0.5941043083900227,0.2585034013605442,0.4580498866213152,0.5827664399092971
2024_11_07,6463,0,1,2,2,2,1,1,1,2,2,1,0.6575342465753424,0.2077625570776255,0.3264840182648402,0.0844748858447488,0.2146118721461187,0.2351598173515981,0.6050228310502284,-0.0913227857581909,0.410958904109589,0.58675799086758
2024_11_07,6464,0,1,2,1,2,1,1,1,2,2,1,0.6681715575620768,0.2121896162528216,0.3634311512415349,0.4108352144469526,0.2234762979683973,0.1963882618510158,0.6275395033860045,0.3024830699774266,0.3115124153498871,0.6072234762979684
2024_11_07,6465,0,1,2,1,2,1,1,2,1,3,1,0.6454545454545455,0.2113636363636363,0.3613636363636364,0.5659090909090909,0.2227272727272727,0.2386363636363636,0.615909090909091,0.3272727272727272,-0.1795426974401499,0.5954545454545455
2024_11_07,6466,0,1,2,1,1,1,1,1,1,1,2,0.625,0.2181818181818181,0.3386363636363636,0.5909090909090909,0.225,0.1931818181818181,0.6272727272727273,0.3181818181818182,0.4477272727272727,-0.1681818181818182
2024_11_07,6467,0,2,2,1,3,1,1,1,1,3,1,-0.1347018016152411,0.228310502283105,0.3515981735159817,0.0844748858447488,0.230593607305936,0.2031963470319634,0.4063926940639269,0.3515981735159817,-0.1940619175812798,0.591324200913242
2024_11_07,6468,0,1,1,2,1,1,1,1,3,2,1,0.6585903083700441,0.6497797356828194,0.3480176211453744,0.5638766519823789,0.2312775330396475,0.2004405286343612,0.6101321585903083,-0.0660846003311757,0.3832599118942731,0.5881057268722467
2024_11_07,6469,0,1,2,2,1,1,1,1,1,2,1,0.6538461538461539,0.2081447963800905,0.3099547511312217,0.5882352941176471,0.2171945701357466,0.1832579185520362,0.6199095022624435,0.3235294117647059,0.3642533936651583,0.5972850678733032
2024_11_07,6470,0,1,2,1,2,1,1,1,1,3,1,0.6706161137440758,0.2109004739336493,0.3909952606635071,0.0592417061611374,0.2227488151658767,0.2417061611374407,0.6303317535545023,0.2630331753554502,-0.0900377608763091,0.6113744075829384
2024_11_07,6471,0,1,1,2,2,1,1,1,1,2,1,0.6681922196796338,0.6590389016018307,0.3775743707093821,0.4874141876430206,0.2517162471395881,0.2745995423340961,0.6384439359267735,0.3592677345537757,0.4073226544622426,0.6224256292906178
2024_11_07,6472,0,1,2,1,1,1,1,1,1,2,1,0.6748329621380846,0.2561247216035635,0.3608017817371937,0.6013363028953229,0.2561247216035635,0.2316258351893095,0.643652561247216,0.3652561247216035,0.4097995545657015,0.623608017817372
2024_11_07,6473,0,1,2,1,3,1,1,1,1,2,1,0.6910755148741419,0.2311212814645309,0.3569794050343249,0.0778032036613272,0.2471395881006865,0.2128146453089245,0.6475972540045767,0.3501144164759725,-0.0686456966775483,0.6270022883295194
2024_11_07,6474,0,1,2,2,1,1,1,1,1,2,1,0.6981566820276498,0.2304147465437788,0.3410138248847926,0.6105990783410138,0.2442396313364055,0.2626728110599078,0.6543778801843319,0.3387096774193548,0.3202764976958525,0.6382488479262672
2024_11_07,6475,0,1,2,1,1,1,1,1,2,3,1,0.6756152125279642,0.2371364653243848,0.378076062639821,0.6040268456375839,0.2505592841163311,0.2684563758389262,0.6510067114093959,0.3400447427293065,-0.1409490207373271,0.6331096196868009
2024_11_07,6476,0,1,2,2,1,1,1,1,2,3,1,0.6902050113895216,0.2482915717539863,0.3667425968109339,0.6332574031890661,0.2460136674259681,0.2665148063781321,0.6605922551252847,0.3325740318906606,-0.1138905836892413,0.642369020501139
2024_11_07,6477,0,1,2,2,2,1,1,1,1,2,1,0.6883408071748879,0.2354260089686098,0.3856502242152466,0.6143497757847534,0.2488789237668161,0.2242152466367713,0.6636771300448431,0.3856502242152466,0.3856502242152466,0.6457399103139013
2024_11_07,6478,0,1,2,1,2,1,1,1,1,2,1,0.6756756756756757,0.2184684684684684,0.3378378378378378,0.6599099099099099,0.2342342342342342,0.2027027027027027,0.6351351351351351,0.3490990990990991,0.4932432432432432,0.6148648648648649
2024_11_07,6479,0,1,2,3,2,1,1,1,1,2,1,0.6863636363636364,0.2159090909090909,0.3022727272727272,0.4795454545454545,0.225,0.2454545454545454,0.6295454545454545,0.3818181818181818,0.4068181818181818,0.6090909090909091
2024_11_07,6480,0,1,2,2,1,1,1,1,1,2,1,0.6689497716894978,0.2123287671232876,0.3333333333333333,0.591324200913242,0.228310502283105,0.1963470319634703,0.636986301369863,0.3493150684931507,0.4360730593607306,0.6164383561643836
2024_11_07,6481,0,1,2,1,1,1,1,1,1,2,1,0.6688888888888889,0.2288888888888889,0.2377777777777777,0.5888888888888889,0.2422222222222222,0.22,0.6355555555555555,0.3955555555555555,0.4622222222222222,0.6177777777777778
2024_11_07,6482,0,1,2,1,3,1,1,1,1,2,1,0.6933333333333334,0.2111111111111111,0.3777777777777777,0.3533333333333333,0.2244444444444444,0.2444444444444444,0.6422222222222222,0.3644444444444444,0.4422222222222222,0.62
2024_11_07,6483,0,1,2,2,2,1,1,1,1,2,1,0.6666666666666666,0.2031963470319634,0.3242009132420091,0.1552511415525114,0.2191780821917808,0.1963470319634703,0.3926940639269406,0.4748858447488584,0.4041095890410959,0.6027397260273972
2024_11_07,6484,0,1,2,2,1,1,1,1,1,2,1,0.6772727272727272,0.2045454545454545,0.2772727272727273,0.5681818181818182,0.2181818181818181,0.1772727272727272,0.615909090909091,0.4068181818181818,0.4795454545454545,0.5954545454545455
2024_11_07,6485,0,1,2,1,2,1,1,2,1,2,1,0.6219239373601789,0.2080536912751678,0.3087248322147651,0.0782997762863534,0.2214765100671141,0.2214765100671141,0.6286353467561522,0.3601789709172259,0.4451901565995526,0.6062639821029083
2024_11_07,6486,0,1,1,1,2,1,1,1,1,2,1,0.6781609195402298,0.671264367816092,0.3264367816091954,0.5862068965517241,0.2183908045977011,0.193103448275862,0.632183908045977,0.3862068965517241,0.4114942528735632,0.6114942528735632
2024_11_07,6487,0,1,2,1,2,1,1,1,1,3,1,0.678082191780822,0.2146118721461187,0.3082191780821918,0.4429223744292237,0.2146118721461187,0.1894977168949771,0.6255707762557078,0.3356164383561644,-0.0753436493598304,0.6027397260273972
2024_11_07,6488,0,1,2,3,1,1,1,2,1,1,1,0.6809954751131222,0.2149321266968326,0.1108597285067873,0.581447963800905,0.2262443438914027,0.2420814479638009,0.5271493212669683,0.3823529411764705,0.4841628959276018,0.6085972850678733
2024_11_07,6489,0,1,2,2,2,1,1,1,1,2,1,0.6643356643356644,0.2121212121212121,0.3496503496503496,0.585081585081585,0.2261072261072261,0.2424242424242424,0.627039627039627,0.3799533799533799,-0.1934599600126275,0.6060606060606061
2024_11_07,6490,0,1,2,2,1,1,1,1,1,3,1,0.6560364464692483,0.214123006833713,0.3507972665148063,0.4669703872437357,0.2277904328018223,0.1981776765375854,0.6355353075170843,0.3872437357630979,-0.1890760754397117,0.6150341685649203
2024_11_07,6491,0,1,1,3,2,1,1,1,1,2,1,0.6794582392776524,0.6704288939051919,-0.0722362453569743,0.0609480812641083,0.2392776523702031,0.218961625282167,0.6410835214446953,0.3972911963882618,0.4966139954853273,0.6230248306997742
2024_11_07,6492,0,1,2,2,3,1,1,1,1,2,1,0.6452328159645233,0.237250554323725,0.3148558758314856,0.17960088691796,0.2416851441241685,0.2483370288248337,0.623059866962306,0.3791574279379157,0.4700665188470067,0.6208425720620843
2024_11_07,6493,0,2,2,2,3,1,1,1,2,2,1,-0.1269777568199375,0.2358276643990929,0.1723356009070294,0.0997732426303854,0.2494331065759637,0.2222222222222222,0.6122448979591837,0.4104308390022675,0.4489795918367347,0.5941043083900227
2024_11_07,6494,0,1,2,2,2,1,1,1,1,1,1,0.6091954022988506,0.2298850574712643,0.3218390804597701,0.5701149425287356,0.2436781609195402,0.2114942528735632,0.6275862068965518,0.4229885057471264,0.6413793103448275,0.6275862068965518
2024_11_07,6495,0,2,2,1,2,1,1,1,2,3,1,-0.1689524258371952,0.2488584474885844,0.3858447488584475,0.7100456621004566,0.2602739726027397,0.2511415525114155,0.6598173515981736,0.3972602739726027,-0.1278558898227424,0.6415525114155252
2024_11_07,6496,0,1,1,3,2,1,1,1,2,2,1,0.6762749445676275,0.6674057649667405,0.3835920177383592,0.5920177383592018,0.2682926829268293,0.2416851441241685,0.6452328159645233,0.425720620842572,0.5077605321507761,0.6252771618625277
2024_11_07,6497,0,1,2,1,1,1,1,2,1,2,1,0.7095343680709535,0.2328159645232816,0.3481152993348115,0.5942350332594235,0.2461197339246119,0.2172949002217294,0.1773835920177383,0.3924611973392461,0.4567627494456763,0.6075388026607539
2024_11_07,6498,0,1,2,2,1,1,1,1,2,1,1,0.6728971962616822,0.2336448598130841,-0.0841021506209975,0.5817757009345794,0.2476635514018691,0.2126168224299065,0.4369158878504673,0.441588785046729,0.4766355140186916,0.6098130841121495
2024_11_07,6499,0,1,1,3,1,1,1,1,1,3,1,0.7098214285714286,0.7008928571428571,0.3370535714285714,0.6160714285714286,0.2633928571428571,0.265625,0.6651785714285714,0.3816964285714285,-0.1875195137689154,0.640625
2024_11_07,6500,0,1,2,2,2,1,1,1,3,2,2,0.7070484581497798,0.2400881057268722,0.3480176211453744,0.2599118942731278,0.2555066079295154,0.224669603524229,0.6321585903083701,-0.0748920722135007,0.3546255506607929,0.3414096916299559
2024_11_07,6501,0,1,1,2,2,1,1,2,1,2,1,0.6823266219239373,0.6778523489932886,0.1387024608501118,0.2527964205816554,0.2505592841163311,0.2483221476510067,0.4228187919463087,0.3959731543624161,0.3154362416107382,0.6174496644295302
